Authority Terms,Mention only?,Researcher/Date,AltLastName,AltMiddleName,AltFirstName,Maiden Name,Title,AssociatedPlaces,Birth Place,Death Place,Place of Residence,Source for Places,Birth Date,Death Date,Marriage Date,Source for Dates,Spouse,Occupation,Occupation Source,Gender,Languages,Religions,Religions Source,Organizations,Organizations Source,Associated Letters,PRINT ID,LOD - WikiData,LOD - VIAF,LOD - LOC,Notes,HSP,LSF,SAA,SBB,AFSt,Barclay,Spence,Abraham,Incomplete?,
"Rothwell, Ann",False,,Rothel; Roswell,,,,,,,,,,,,,,,,,Female,English,,,,,,P000597,,,,,1.0,,,,,,,,,
"Rothwell, William",False,,Rothel; Roswell,,,,,,,,,,,,,,,,,Male,English,,,,,16104,P001114,,,,,1.0,,,,,,,,,
"Rous, Abraham",False,,Rouse; Roos; Rowse; Rowe; Roosen,,,,,Amsterdam,,,,,,,,,,,,Male,English,,,,,15913,P000598,,,,,1.0,,,,,,,,,
"Rous, Jane",False,BNC 04/16/2025,,,,,,,,,,,,,,,,,,Female,English,,,,,,,n.a.,n.a.,n.a.,,1.0,,,,,,,1.0,,
"Rowland, John",False,AIN 4/22/2025,,,,,,,,,,,,,,,,,,Male,English,,,,,,P000601,,,,,1.0,,,,,,,,,
"Rowles, Francis",False,,,,,,,"Rossendale, Lancashire, England",,,,,,,,,,,,Male,English,,,,,,P000602,,,,,1.0,,,,,,,,,
"Rump, Lodewijk",False,,Romp; Rumpf; Rumpold; Rumpel,,Lodewyk; Ludwig; Lewis; Louis,,,,,"Elbing, Poland","Elbing, Poland",,,1743,,,,,,Male,,,,,,,P000603,,,,,,,1.0,,,,,,,
"Runckel, Johann Ludwig",False,,Runkel; Runchel; Runkle,,Johan; Johannes; Jan; John,,Secretary,,,,"Schaffhausen, Switzerland; Bern, Switzerland",,,,,,,Ambassador,,Male,Dutch; German,Protestant,,,,,P001039,,,,,,,1.0,,,,,,,
"Rupp, Christian",False,,Rup; Rump; Ropp; Ruppe; Rupe; Rumpf; Ruppel; Ruff,,Kristian; Christiaan; Christe,,,,,,,,,,,,,,,Male,,,,Canton of Bern,,,P001040,,,,,,,1.0,,,,,,,
"Rupp, Hans",False,,Rup; Rump; Ropp; Ruppe; Rupe; Rumpf; Ruppel,,Hannes; Hanß,,,,,,,,,,,,,,,Male,,,,,,,P001041,,,,,,,1.0,,,,,,,
"Rupp, Hendrick",False,,Rup; Rump; Ropp; Ruppe; Rupe; Rumpf; Ruppel,,Heinrich; Henrik; Heinrig; Henrick; Henrich; Hendrik,,,,,,,,,,,,,,,Male,,,,,,,P001042,,,,,,,1.0,,,,,,,
"Rupp, Tieleman",False,,Rup; Rump; Ropp; Ruppe; Rupe; Rumpf; Ruppel,,Thielman; Thiellman; Tealman; Tielman,,,,,,,,,,,,,,,Male,,,,,,,P001043,,,,,,,1.0,,,,,,,
"Rush, Isaac",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,,P001044,N/A,N/A,N/A,,,1.0,,,,1.0,,,,
"Rushton, James",False,,,,,,,"Rossendale, Lancashire, England",,,,15975,,,,,,,,Male,English,,,,,,P000604,,,,,1.0,,,,,,,,,
"Rutgers, David",False,,Rogers; Ruggers; Ruttgersz; van Rozenburg,,,,Jonkheer,,"Amsterdam, Netherlands","Amsterdam, Netherlands","Amsterdam, Netherlands",,1629,1706,,,,,,Male,,,,,,,P001045,,,,,,,1.0,,,,,,,
"Rutgers, David Iv",False,,Rogers; Ruggers; Ruttgersz; van Rozenburg,,,,Jonkheer,,"Amsterdam, Netherlands","Amsterdam, Netherlands","Amsterdam, Netherlands",,1658,1731,,,,,,Male,,,,,,,P001046,,,,,,,1.0,,,,,,,
"Ryland, Ann",False,,,,Anne,,,,,,,,,,,,,,,Female,English,,,,,,P000605,,,,,1.0,,,,,,,,,
"Sachsen, Johann Georg Iii. Kurfürsten Von",False,,,,,,Kurfürst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
"Saldenus, Hendrik",False,,Saldus; Saltus; Saldenas; Saldenis; Saldennis,,Heinrich; Henrik; Heinrig; Henrick; Henrich; Hendrig,,,,,,,,,,,,,,,Male,,,,,,,P000606,,,,,,,1.0,,,,,,,
"Salthouse, Robert",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,,P001047,N/A,N/A,N/A,,,1.0,,,,1.0,,,,
"Samways, Edward",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,,,,,,,1.0,,,,,,,,,
"Sanders, Charles",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,,P000142,,,,,1.0,,,,,,,,,
"Sandilands, Robert",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,,P000143,,,,,,1.0,,,,1.0,,,,
,False,,,,,,,,,,,,,,,,,,,,,,,,,,P000608,,,,,,,,,,,,,,
"Sawrey, John",False,BNC 12/12/2024,,,,,Justice,,,,Plumpton Hall,,,,,,,Judge,,Male,English,,,,,,,n.a.,n.a.,n.a.,mention {{https://quod.lib.umich.edu/e/evans/N28090.0001.001/1:3?rgn=div1;view=fulltext}},,1.0,,,,,1.0,,,
"Scafe, John",False,BNC 12/12/2024,,,,,,,,,,,,,,,,,,Male,English,,,,,,,n.a.,n.a.,n.a.,,,1.0,,,,,1.0,,,
"Schaefer, Petter",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
"Schäfer, Petter Hendrichson",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
"Schar, Barbra",False,,Shar; Schaar; Scara; Schär,,Babe; Barbara; Bab,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,1.0,,,,,,,
"Schelling, Iellemer Siewerts Van Der",False,,Schilling; Scellinc; Shelling; Shiling,,Elmer; Elemer; Illmer; Ailmar; Illemar,,,,,,,,,,,,,,,Male,,,,,,,P001048,,,,,,,1.0,,,,,,,
"Schijn, Herman",False,,Schyn; Shin; Shyn,,Hermannus; Hermanus; Harmannus; Hermanicus; Harman; Harmenn,,Doctor,,"Amsterdam, Netherlands","Amsterdam, Netherlands","Amsterdam, Netherlands; Leiden, Netherlands; Utrecht, Netherlands; Rotterdam, Netherlands",,1662-08-03,1727-11-25,,,,Doctor; Deacon; Preacher; Elder,,Male,Dutch,Mennonite,,,,,P001049,,,,,,,1.0,,,,,,,
"Schilling, 1697",False,AMF 4/22/2025,,,,,,"Wunsiedel, Bavaria, Germany {{https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED13&dm=1&dokref=1&indx=%23F211%23&auft=Schilling%2C+1697}}",,,,,before 1697-00-00 {{https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED13&dm=1&dokref=1&indx=%23F211%23&auft=Schilling%2C+1697}},,,,,,,Female,,,,,,,,,,,,,,,,1.0,,,,,
"Schmettau, Baron Wolfgang Von",False,,Schmettow; Shmettau; Schmittou,,Wulfgang; Volfgang; Vulfgang,,Baron,,,,,,,,,,,,,Male,,,,Congregation of the Zon; Committee for Foreign Need; Rotterdam Congregation; Rotterdam Flemish Congregation,,,P001050,,,,,,,1.0,,,,,,,
"Schmidt, Lucas",False,,Schmitt; Shmidt; Smidt; Smitt; Schmied; Smith; Smet,,Lukas; Luca; Luka; Lucaz; Lukaz; Loukas; Lukasz,,,,,,,,,,,,,,,Male,,,,,,,P001051,,,,,,,1.0,,,,,,,
"Schmutz, Christian",False,,Shmutz; Schmutsz; Smuz,,Kristian; Christiaan; Christe,,,,"Rappenau, Baden, Germany",,"Baden, Germany",,1799-10-19,1873-11-18,,,,,,Male,,,,,,,P001052,,,,,,,1.0,,,,,,,
"Schneblÿ, Hans Jacob",False,,Schnebelij; Schnaebeli; Schnebeli; Schnebely; Snavely; Schneblij; Shneblÿ,Jakob,Hannes; Hanß; Jacob; Jakob,,,,,,"Mannheim, Germany",,,,,,,Preacher,,Male,German,Mennonite,,Immelhause Congregation,,,P001053,,,,,,,1.0,,,,,,,
"Scholtens, Harm",False,,Scholte; Schultens; Schultensz; Sholtens; Shultsz,,Harme; Harmon; Harmen; Harms,,,,,,"Groningen, Netherlands",,1703-05-02,1774,,,,Minister; Elder,,Male,Dutch,Mennonite,,,,,P001054,,,,,,,1.0,,,,,,,
"Schultz, Nickolaus Dae Und Kistenmaker? (Kopie)",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
"Schwester Frau Telgin,",False,AMF 4/22/2025,,,,,,,,,"Quedlinburg, Saxony-Anhalt, Germany {{https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED24&dm=1&dokref=1&indx=%23F211%23&auft=Telge%2C+1691}}",,before 1691-00-00 {{https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED24&dm=1&dokref=1&indx=%23F211%23&auft=Telge%2C+1691}},,,,,,,Female,,,,,,,,,,,"AMF - Sister to Frau Grasshöffin, potential wife to the Bürgermeister (Telge) of Quedlinburg",,,,,1.0,,,,,
"Scott, John",False,,Seotte,,,,,,,,,,,,,,,,,Male,English,,,Groningen Congregation,,,P001055,,,,,1.0,,,,,,,,,
"Seager, John",False,CLW 12/2/24,Saygor; Sayger; Sagor,,,,,,,,,,,,,,,,,Male,English,Quaker,,,,15815,P001132,,,,,1.0,,,,,,,,,
"Searson, Edward",False,BNC 12/12/2024,Sarson,,,,,,,,,,,,,,,,,Male,English,,,,,16109,P000144,N/A,N/A,N/A,,,1.0,,,,1.0,1.0,,,
"Seckendorff, Veit Ludwig Von, Lütkens, Franz Julius, Dieskau, Karl Von",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
"Seddon, Ann",False,,Seden,,Anne,,,,,,,,,,,,,,,Female,English,,,,,,P001105,,,,,1.0,,,,,,,,,
"Seddon, Henry",False,,Seden,,,,,,,,,,,,,,,,,Male,English,,,,,,P000609,,,,,1.0,,,,,,,,,
"Seddon, Peter",False,,Seden,,,,,,,,,,,,,,,,,Male,English,,,,,,P000610,,,,,1.0,,,,,,,,,
"Seddon, Thomas",False,,Seden,,,,,,,,,,,,,,,,,Male,English,,,,,16160,P000819,,,,,1.0,,,,,,,,,
"Settle, James",False,,,,,,Captain,,,,,,,,,,,sea captain,,Male,English,,,,,,P000611,,,,Captain of the Submission which brought the Pembertons and Harrisons to the colonies,1.0,,,,,,,,,
"Seyler, Ully",False,,Seijler; Sailer; Sieler; Syler,,Ulrich; Ulrig; Uli; Ulij; Uly,,,,,,,,,,,,,,,Male,,,,,,,P000830,,,,,,,1.0,,,,,,,
"Shakerley, […]",False,,,,,,,,,,,,,,,,,,,Male,English,Quaker,,,,15748,P000807,,,,Different from Justice Shakerley who persecuted Quakers; Mention refers to a person who is a Quaker,1.0,,,,,,,,,
"Shakerley, Geoffrey",False,,,,,,Justice; Governor,"Chester Castle, Chester, Cheshire, England",,,,,,,,,,justice of the peace; governor of Chester Castle,"Early Stages of Quaker Movement in Lancashire, 58.",Male,English,,,,,,P001056,,,,"Governor of Chester Castle. Referred to as a ""justice""",1.0,,,,,,,,,
"Sharkey, Thomas",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,15830,P000612,,,,,1.0,,,,,,,,,
"Sharp, George",False,,Sharpe,,,,,,,,,,,,,,,,,Male,English,,,,,16093,P001117,,,,,1.0,,,,,,,,,
"Shaw, Anthony",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,16164,P000613,,,,,1.0,,,,,,,,,
"Shaw, George",False,,Shawe,,,,,"Bickerstaffe, Lancashire, England",,,"Bickerstaffe, Lancashire, England","James Murphy, ""The Old Quaker Meeting House in Hackins Hey, Liverpool,"" 1954",,,,,,,,Male,English,,,,,15917,P000145,,,,,1.0,,,,,,,,,
"Shaw, Thomas",False,BNC 12/11/2024,,,,,Priest,,,,,,,,,,,Priest,,Male,English,,,,,,P000146,,,,,,1.0,,,,,1.0,,,
"Shelson, John",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,,,,,,,1.0,,,,,,,,,
"Shield, Constant",False,,,,,,,,,,,,,,,,,,,Female,English,,,,,15915,P000614,,,,,1.0,,,,,,,,,
"Shippen, Edward",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,,P000147,,,,,1.0,,,,,,,,,
"Siddall, Richard",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,,P000615,,,,,1.0,,,,,,,,,
"Simcock, John",False,,Symcock,,,,,,,,,,,,,,,,,Male,English,,,,,,P000616,,,,,1.0,,,,,,,,,
"Sintern, Isack Von",False,,Syntern; Synturn; Sijntern; Sijnturn; Sinturn,,Isaak; Izaak; Izzak; Issak; Isaac; Izaac,,,,,,"Altona, Germany; Germanton, Pennsylvania",,,,,,,,,Male,German,Mennonite,,,,16161; 16133,P000617,,,,,,,1.0,,,,,,,
"Slare, 1711",False,AMF 4/22/2025,,,,,,"London, England {{https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED34&dm=1&dokref=1&indx=%23F211%23&auft=Slare%2C+1711}}",,,,,before 1711-00-00 {{https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED34&dm=1&dokref=1&indx=%23F211%23&auft=Slare%2C+1711}},,,,"Slare, Frederick {{https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED34&dm=1&dokref=1&indx=%23F211%23&auft=Slare%2C+1711}}",,,Female,,,,,,,,,,,,,,,,1.0,,,,,
"Sluim, Maarten",False,,Slim; Slym; Sluin; Slin; Slyn; Slijm,,Martin; Marten,,,,,,,,,,,,,,,Male,,,,Hamburg-Altona Congregation; Germantown Congregation,,,P001057,,,,,,,1.0,,,,,,,
"Smith, …, Widow",False,,,,,,Widow,,,,,,,,,,,,,,,,,,,,P000833,,,,,,,,,,,,,,
"Smith, Ann",False,,,,,,,Bradshaw,,,,,,,,,,,,Female,English,,,,,,P001058,,,,,1.0,,,,,,,,,
"Smith, John",False,BNC 05/09/2025,,,,,,"Bucks County, Pennsylvania",,,,,,,,,,,,Male,English,,,,,,P000618,n.a.,n.a.,n.a.,Really have no idea who this is. Only a receiver of one letter where nothing personal is revealed about him. will do more research at a later date (BNC 05/07/2025),1.0,1.0,,,,1.0,,,,
"Smith, Ralph",True,AIN 3/7/2025,Smyth,,,,,"Bucks County, Pennsylvania; Pennsbury Manor, Pennsylvania [[Annals of Philadelphia and Pennsylvania in the Olden Time: Being a Collection of Memoirs, Anecdotes, and Incidents of the City and Its Inhabitants, and of the Earliest Settlements of the Inland Part of Pennsylvania, Volume 3]]","[England] [[The History of Bucks County, Pennsylvania: From the Discovery of the Delaware to the Present Time]]","Bucks County, Pennsylvania [[Pennsylvania Probate Records, 1683-1994]]","Pennsbury, Pennsylvania [[The History of Bucks County, Pennsylvania: From the Discovery of the Delaware to the Present Time]]",,,1685-05-05 {{https://www.familysearch.org/ark:/61903/3:1:3QS7-899B-LK2Z?i=97&wc=9PMD-7MS%3A268497401%2C270900701&cc=1999196&lang=en}},,,,Carpenter (Gardener) [[Acounts of Goods at Pennsbury]],,Male,English,Quaker,,,,,,,,,occupation of gardener not on standardized list,1.0,,,,,,,,,
"Smith, William",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,,P000622,,,,,1.0,,,,,,,,,
"Soos, Anthony De",False,,Zoos; Sooz; Zeus; Soós,,Antony; Antoni; Antonius; Teunis,,,,,,,,,,,,,,,Male,,,,Middelburg Congregation,,16133,P000623,,,,,,,1.0,,,,,,,
"Sotcher, John",False,,,,,,,"Pennsbury, Pennsylvania;
Falls Towship, Pennsylvania",,,,,1675,1729-01-19,,,,steward,x,Male,English,,,,,,P001059,,,,WikiTree,1.0,,,,,,,,,
"Southeby, William",False,,Southersby; Sothersby,,,,,"King's Creek, Maryland; Sassafras River, Maryland",,,moved from MD to DE in 1684 and then PA in 1685,https://www.thirdhaven.org/his.html,,,,,,,,Male,English,,,,,16184,P000798,,,,,1.0,,,,,,,,,
"Spener, Philip Jakob",False,AMF 1/15/2025,,Jacob,Philipp; Philippo,,,,,,,,,,,,,,,Male,German,,,,,,,,,,,,,,,1.0,,,,,
"Spice, John",False,CLW 12/2/24,,,,,,"Rochester, Kent, England",,,,,,,,,,,,Male,English,,,,,15815,P001133,,,,,1.0,,,,,,,,,
"Sprögel, Ludwig Christian",False,AMF 4/21/2025,,,,,,,,"Philadelphia, Pennsylvania {{https://de.wikipedia.org/wiki/Johann_Heinrich_Spr%C3%B6gel#Familie}}",,,1683-00-00 {{https://de.wikipedia.org/wiki/Johann_Heinrich_Spr%C3%B6gel#Familie}},1729-00-00 {{https://de.wikipedia.org/wiki/Johann_Heinrich_Spr%C3%B6gel#Familie}},,,,,,,,,,,,,,,,,AMF - Wikitree ID: Sprögel-7,,,,,1.0,,,,,
"Spronssen, Jan",False,,Spronsen; Sproston; Sprostune; Sprownssen; Spronszen,,John; Johan; Johannes,,,,,,,,,,,,,,,Male,,,,,,,P000148,,,,,,,1.0,,,,,,,
"Spruijt, David",False,,Spryte; Sprite; Spruyt; Sprout,,,,,,,,,,,,,,,,,Male,,,,States of Holland and West Vriesland,,,P001060,,,,,,,1.0,,,,,,,
"Stacy, Thomas",False,,Stacey; Stacie,,,,,,,,,,,,,,,,,Male,English,,,,,,P001061,N/A,N/A,N/A,,,1.0,,,,1.0,,,,
"Standish, Francis",False,,,,Frances,,,,,,,,,,,,,,,Male,English,,,,,,P000626,,,,,1.0,,,,,,,,,
"Staples, Thomas",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,16100,P000627,,,,,1.0,,,,,,,,,
"Starke, John",False,,Stark,,,,,,,,,,,,,,,,,Male,English,,,,,,P000628,,,,,1.0,,,,,,,,,
"Staufer, Christian",False,,Stauffer; Stauf; Staufen; Staupa; Stouffer; Stover,,Kristian; Christiaan; Christe,,,,,,,,,,,,,,,Male,,,,,,16103,P000629,,,,,,,1.0,,,,,,,
"Stauffer, Hans",False,,Staufer; Stauf; Staufen; Staupa; Stouffer; Stover,,Hannes; Hanß,,,,,,,,,,,,,,,Male,,,,,,,P001062,,,,,,,1.0,,,,,,,
"Stauffer, Ulrich",False,,Staufer; Stauf; Staufen; Staupa; Stouffer; Stover,,Ully; Ulrig; Uli; Ulij; Uly; Ulrik,,,,,,,,,,,,,,,Male,,,,Palatinate Ministers,,,P001063,,,,,,,1.0,,,,,,,
"Steijn, Jan Van",False,,Stein; Styn; Steyn; Styne; Stain; Steen,,John; Johan; Johannes,,,,,,,,,,,,,,,Male,,,,,,,P000630,,,,,,,1.0,,,,,,,
"Steiner, Christian",False,,Stein; Styner; Steyner; Steyner; Stainer; Steener; Steijner,,Christiaan; Kristian; Christe,,,,,,,,,,,,,,,Male,,,,Congregation of the Toren,,,P001065,,,,,,,1.0,,,,,,,
"Stinstra, Simon Johannes",False,,Stienstra; Steenstra; Stijnstra; Stainstra; Stinster,,Symon; Szymon; Sijmon; Szijmon; Szymon; Simone,,,,,,,,,,,,,,,Male,,,,,,,P001066,,,,,,,1.0,,,,,,,
"Stoddard, Captain Amor",False,LKM 4/24/25,Stoddart; Stodart,,Amos,,Captain,"Chalfont (St. Giles); London, England {{https://archive.org/details/agv9012.0001.001.umich.edu/page/n3/mode/2up}} [[The Journal of George Fox-Penney p. 431]] ",,,,,,1670 {{https://archive.org/details/agv9012.0001.001.umich.edu/page/n3/mode/2up}} [[The Journal of George Fox-Penney p. 431]] ,,,,,,Male,English,,,,,,P001106,N/A,N/A,N/A,"uncle of William Crouch {{https://archive.org/details/shortjournalitin0000foxg/page/372/mode/2up}} [LKM]; traveled frequently with George Fox and William Penn, convert to quakerism",,1.0,,,,1.0,,,,
"Stöcken, J. H. Von",False,AMF 4/22/2025,Stoecken,,,,,"The Hague, Netherlands {{https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED54&dm=1&dokref=1&indx=%23F211%23&auft=St%F6cken%2C+J.+H.+von}}",,,,,1701-00-00 {{https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED54&dm=1&dokref=1&indx=%23F211%23&auft=St%F6cken%2C+J.+H.+von}},,,,,pastor {{https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED54&dm=1&dokref=1&indx=%23F211%23&auft=St%F6cken%2C+J.+H.+von}},,,,,,,,,,,,,,,,,,1.0,,,,,
"Stornszedissel, Claas",False,,Stormszediesel,,Niclaus; Klas; Clas; Klaes; Klaessen; Klassen; Klasen; Claes; Claus; Klaus,,,,,,,,,,,,,,,Male,,,,,,,P000631,,,,,,,1.0,,,,,,,
"Storrs, William",False,LKM 4/24/25,Stors; Storr,,Will,,,,,,"Chesterfield, Derbyshire, England {{https://archive.org/details/storrsfamilygene00stor/page/38/mode/2up}} [[The Storrs Family-Storrs p. 39]]",,"1638-07-30 [[Nottinghamshire, England, Church of England Baptisms, Marriages and Burials, 1538-1812]]",,"1669-07-14 [[England & Wales, Society Of Friends (Quaker) Marriages 1578-1841]]",,Sarah Sykes,"Shopkeeper {{https://journals.sas.ac.uk/fhs/article/view/3850/3802}} [[Establishment of the Meeting for Sufferings of London Yearly Meeting, 1676 in JFHS Vol. 21 No. 1-4]]",,Male,English,,,,,,P000632,N/A,N/A,N/A,Storrs-397 (WikiTree ID),,1.0,,,,1.0,,,,
"Stout, Henry",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,,P000634,,,,Not found in Abraham endnote (BNC 04/16/2025),,1.0,,,,1.0,,1.0,,
"Strauß, George",False,AMF 4/22/2025,Strauss,,,,,"Kraków, Poland {{https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED61&dm=1&dokref=1&indx=%23F211%23&auft=Strau%DF%2C+George}}",,,,,before 1736-00-00 {{https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED61&dm=1&dokref=1&indx=%23F211%23&auft=Strau%DF%2C+George}},after 1756-00-00 {{https://archiv.francke-halle.de/hzeig.FAU?sid=FA21C6ED61&dm=1&dokref=1&indx=%23F211%23&auft=Strau%DF%2C+George}},,,,,,Male,,,,,,,,,,,,,,,,1.0,,,,,
"Strettell, Mary",False,,,,,,,"Warrington, Lancashire, England",,,,15851,,,,,,,,Female,English,,,,,15851,P000150,,,,,1.0,,,,,,,,,
"Stumph, Nicolaas",False,,Stump; Stumf; Stumpf,,Niclaus; Klas; Clas; Klaes; Klaessen; Klassen; Klasen; Claes; Claus; Klaus,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,1.0,,,,,,,
"Suderman, Willem",False,,Southernman; Suddermann; Sudermann; Soderman,,William; Wilem; Wiliam,,,,,,,,,,,,,,,Male,,,,Rotterdam Congregation,,,P001069,,,,,,,1.0,,,,,,,
"Sutton, Richard",True,,,,,,,,,,,,,,,,,,,Male,English,,,,,,P001070,,,,,,1.0,,,,1.0,,,,
"Swift, John",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,,P000638,,,,,1.0,,,,,,,,,
"Sybrands, Johan",False,,Sysberts,,,,,"Manchester, Lancashire, England",,,,,,,,,,,,Male,English,,,,,,P000151,,,,Potentially the same as Jacob Sysberts,1.0,,,,,,,,,
"Sykes, James",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,15884,P000721,,,,,1.0,,,,,,,,,
"Sykes, Richard",False,,,,,,,"Manchester, Lancashire, England",,,,Manchester - 15778; 15785,,,,,,,,Male,English,,,,,16148; 16131; 15778; 15785,P000639,,,,,1.0,,,,,,,,,
"Syler, Ully",False,,Seijler; Sailer; Sieler; Seyler,,Ulrich; Ulrig; Uli; Ulij; Uly,,,,,,,,,,,,,,,Male,,,,,,,P000640,,,,,,,1.0,,,,,,,
"Symonds, Michael",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,,P001071,,,,,1.0,,,,,,,,,
"Sysberts, Jacob",False,,Sybrands,,,,,,,,,,,,,,,,,Male,English,,,,,16148,P000641,,,,Potentially the same as Johan Sysbrands,1.0,,,,,,,,,
"Talbot, Edward",True,,Talbott ,,,,,,,,,,,,,,,,,Male,English,,,,,,P000642,,,,,,1.0,,,,1.0,,,,
"Talbotts, […], Widow",False,,,,,,Widow,"Anne Arundel County, Maryland",,,"Anne Arundel County, Maryland",16023,,,,,,,,Female,English,,,,,16023,P000644,,,,,1.0,,,,,,,,,
"Tanges, S.J.V.",False,,,,,,,,,,,,,,,,,,,,English,,,,,,P000645,,,,,1.0,,,,,,,,,
"Tatham, John",False,AIN 4/8/2025, Gray; Grey,,,,,"Bucks County,Pennsylvania; Burlington, New Jersey; Pennsylvania  {{https://www.jstor.org/stable/20089205}}; {{https://stars.library.ucf.edu/cgi/viewcontent.cgi?article=1220&context=printmigrationnetwork-pemberton}}","Yorkshire, England {{https://www.jstor.org/stable/20089205}}","Burlington, New Jersey [[Inventories of the Estate of John and Elizabeth Tatham]]","Burlington, New Jersey  {{https://www.jstor.org/stable/20089205}}",,1642 {{https://www.jstor.org/stable/20089205}},1700-07-00 [[Inventories of the Estate of John and Elizabeth Tatham]],,,Elizabeth {{https://www.jstor.org/stable/20089205}},Governor; merchant; religious leader {{https://www.jstor.org/stable/20089205}},,Male,English,Roman Catholic [[Lawmaking and Legislators in Pennsylvania]],,,,16010,P000643,,,,"He's ""Tabham"" in one of our records because we transcribed it wrong. This alt name should potentially be removed. ""Widow"" and the ""Maryland"" place may be information for someone else? Other data is confirmed for John",1.0,,,,,,,,,
"Taylor, Christopher",False,,Telor; Tyler; Tylor; Taylor,,,,,,,,,,,,,,,,,Male,English,,,,,15891,P000152,,,,,1.0,,,,,,,,,
"Taylor, George",True,BNC 04/16/2025,,,,,,"Kendall, Westmorland, Cumbria, England",,,,,,,,,,Shopowner,,Male,English,,,,,,,n.a.,n.a.,n.a.,Only an intermediary for one letter (BNC 04/16/2025),,,,,,,,1.0,,
"Taylor, Hannah",False,,Telor; Tyler; Tylor; Taylor,,,,,,,,,,,,,,,,,Female,English,,,,,,P000646,,,,,1.0,,,,,,,,,
"Taylor, Israel",False,,Telor; Tyler; Tylor; Taylor,,,,,,,,,,,,,,,,,Male,English,,,,,,P000647,,,,,1.0,,,,,,,,,
"Taylor, Robert",False,,Telor; Tyler; Tylor; Taylor,,,,,,,,,,,,,,,,,Male,English,,,,,,P000648,,,,,1.0,,,,,,,,,
"Telner, Jacob",False,,Tylner; Tilner; Turner; Tijlner,,Jakob; Jakop; Jackop,,,,,,"Krefeld, Germany; Amsterdam, Netherlands; Germantown, Pennsylvania",,,,,,,Merchant,,Male,,Quaker; Mennonite,,Krefeld Congregation,,,P000649,,,,,,,1.0,,,,,,,
"Telor, William",False,,Talor; Tyler; Tylor; Taylor,,,,,,,,,,,,,,,,,Male,English,,,,,,P001072,,,,,1.0,,,,,,,,,
"Telvooren, Jasper",False,,Tervooren; Telvoren; Telvoorin; Telvooryn; Telvoorijn,,Gasper; Jesper,,,,,,,,,,,,,,,Male,,,,Congregation of the Zon,,,P000650,,,,,,,1.0,,,,,,,
"Theodore, Charles Iv",False,,Theodoor; Teo; Theo; Dorus; Teodor,,Carlos; Chas; Charlie; Carl,,,,,,,,,,,,,,,Male,,,,,,,P001073,,,,,,,1.0,,,,,,,
"Theol., Cand.",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This is a position, not a name of a person",,,,,1.0,,,,,
"Thomas, James",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,,P001074,,,,,1.0,,,,,,,,,
"Thomas, Richard",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,,P000154,,,,,,1.0,,,,1.0,,,,
"Thompson, James",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,,,,,,,1.0,,,,,,,,,
"Thornby, Roger",False,,,,,,,,,,,,,,,,,,,Male,English,,,,,,P000652,,,,,1.0,,,,,,,,,
